case_number,source,prompt,evaluation_seed,celebrity
149184,mscoco,"A kitchen with a stove, microwave, telephone, table and chair.",40104,
248353,mscoco,A group of people riding skis on top of snow covered ground.,29657,
468302,mscoco,A man in a blue and white baseball uniform preparing to throw a baseball.,90845,
10449,mscoco,A group of three elephants are standing in the water.,67706,
171962,mscoco,A city bus driving down a road with bikes fixed to it's front.,37865,
128669,mscoco,A photo taken from a boat with a long bridge in the background.,18992,
399626,mscoco,A man flying through the air while riding skis.,32549,
577631,mscoco,A table topped with vegetables and a cook book.,25855,
164420,mscoco,a red fire hyrdant next to two red poles,63832,
313063,mscoco,"A bathroom with a sink, toilet, tub and mirror.",56791,
5879,mscoco,Two bicycle riders riding in the city at night.,90436,
318645,mscoco,A horse walking through a grassy field while two cows eat hay.,1972,
385174,mscoco,A plate that has broccoli and meat on it.,50590,
292916,mscoco,a piece of meat is on the plate with broccoli.,27713,
408235,mscoco,A cat laying next to a laptop and a computer mouse.,18634,
283904,mscoco,A cat walking on the top of an open door.,54350,
196758,mscoco,Two stuffed animals are cutting bread and spreading jelly on it.,24030,
33008,mscoco,A black and white cat lounging with sleepy eyes.,73020,
120129,mscoco,A brown and white cat resting on wooden furniture,62279,
217312,mscoco,two women stand on a train platform waiting to board.,84582,
202445,mscoco,"A cat facing away from the camera, among blankets on a bed.",77440,
570516,mscoco,Semi truck parked on the street in front of a building.,45709,
365386,mscoco,A train with several cars is on a train track.,92240,
493067,mscoco,A polar bear is playing with a ball in the water.,30896,
469119,mscoco,A boy in a blue shirt boarding a school bus.,96259,
17905,mscoco,A man standing next to a light and a sign.,44312,
414529,mscoco,A man is playing tennis with a racket on the tennis court,31052,
326550,mscoco,Black and white photograph of a person holding a surfboard by water.,15770,
51309,mscoco,Small horse standing behind a large group of horses eating.,75696,
566249,mscoco,A black motor cycle parked on a cobblestone street,36356,
572784,mscoco,A giraffe is looking at the camera with a smirk on it's face.,79218,
197163,mscoco,Three zebra standing on a road in a grassy field.,44828,
95772,mscoco,A pile of rusted metal junk laying in the weeds.,91303,
493612,mscoco,A herd of brown cattle standing on a grass covered field next to a  river.,40838,
232845,mscoco,Three uniformed men simultaneously cutting a sheet cake,38492,
356478,mscoco,A baby elephant in dirt area next to a fence.,19222,
124135,mscoco,"There are carrots, apples and two full cups on the cutting board.",46406,
288862,mscoco,A man performing a trick on a ledge on a skateboard.,71622,
174679,mscoco,A small boat and chair on the beach.,46762,
486488,mscoco,A public bathroom stall with a toilet and trashcan.,47977,
435986,mscoco,A man with a coat on his shoulder and a suitcase by his foot.,36058,
273083,mscoco,A dog and a large pizza by a table.,75669,
248314,mscoco,A plate of food placed next to a computer.,19488,
294350,mscoco,A man preparing food in a restaurant kitchen.,4583,
199346,mscoco,A group of people walking next to stairs.,39403,
148395,mscoco,A green truck parked in the middle of a garage.,94186,
92679,mscoco,The cows are looking at the orange laying on the post.,58556,
69213,mscoco,Two men wearing suits and hats are walking together.,63434,
510103,mscoco,A large cake sitting in the middle of a table surrounded by pictures in frames.,63727,
245540,mscoco,A big pile of pastries with powder stacked on top of one another.,28011,
451496,mscoco,A motorcycle near a curb with a building in its mirror.,51463,
500478,mscoco,A baseball player is winding up for the pitch.,87000,
461435,mscoco,A person in bicycling gears looks at bananas growing on a tree.,15890,
219909,mscoco,two people walking on a side walk with an umbrella,3772,
181805,mscoco,A woman riding a surfboard while in the ocean.,70994,
500902,mscoco,A group of elephants walking on a dirt road.,18336,
398866,mscoco,A man standing next to a giant elephant.,4186,
29906,mscoco,A single broccoli floret in a larger garden.,49088,
461339,mscoco,Two zebras and a giraffe in a zoo enclosure.,13549,
502012,mscoco,A group of white work trucks with advertising parked together,93254,
259382,mscoco,Giraffe inside rock walls standing and bowing its head.,21010,
166426,mscoco,Beef and vegetables on a plate sitting on a table.,69011,
289618,mscoco,a pack of dogs walking down a snow covered yard.,1643,
448117,mscoco,A group of people carrying ski equipment while walking on snow covered ground.,13454,
437221,mscoco,The skateboard is flipping as a rider jumps up.,90544,
545111,mscoco,A see through container with a lemon and apple dropped in it.,7419,
500019,mscoco,A woman with her pants pulled down on the toilet.,94943,
354662,mscoco,a tiled bathroom with a toilet and scale in it,82168,
423694,mscoco,A man sitting on a chair on a boat dock.,96791,
112349,mscoco,A horse pulls a carriage through city streets,36845,
211674,mscoco,Red double decker bus with people standing on top.,57624,
438253,mscoco,A dog hides underneath a bed with its face peeking out of the bed skirt.,72732,
508481,mscoco,A stove top with a tea kettle sitting on top of it.,39381,
75046,mscoco,The bedroom has stuffed animals and a stop sign on the wall.,51399,
344816,mscoco,The train engine is followed by a line of open cars.,50275,
89099,mscoco,A couple of women standing in a kitchen preparing food.,66274,
19916,mscoco,Sliced apple in a bowl covered in cinnamon.,13595,
207486,mscoco,Three black bulls in a roadway at night.,38847,
246265,mscoco,Many motorcycles are parked around a crowd of people.,23975,
462315,mscoco,A yellow truck that was recently on fire and put out by the fire department.,25354,
400728,mscoco,A city street with stores across the street and a bicycle parked on the side of the street with a dog sitting in the front basket.,81249,
33707,mscoco,Two giraffes are standing next to a building.,15980,
97782,mscoco,A black and white photo of city street with cars parked.,64722,
509811,mscoco,A library filled with wooden tables with apple laptop computers on them.,57599,
352694,mscoco,A man in a white shirt and black shorts jumps near a soccer ball.,55758,
164594,mscoco,"Two men are riding an elephant, a driver and a passenger.",94493,
118113,mscoco,this is a very dark picture of a room with a shelf,25123,
545788,mscoco,A herd of animals grazing on the side of a green hill.,75895,
62790,mscoco,six different shots of horses and people standing on the street,30803,
368038,mscoco,A colorful train sits on the tracks in the sunshine.,45534,
137412,mscoco,A cat is laying in front of a laptop and a monitor.,88661,
455210,mscoco,A man standing in front of the ocean with his surf board.,88020,
478077,mscoco,A microwave oven sitting on top of a counter top.,92376,
432820,mscoco,A baseball player swinging a bat on to of a field.,50905,
187610,mscoco,A giraffe is standing between two trees and some rocks.,28039,
339336,mscoco,A man riding skis across a snow covered countryside.,30366,
454957,mscoco,A man stretches to hit the tennis ball.,29129,
191672,mscoco,a person riding a skate board on a wave,99147,
425573,mscoco,A big zebra and a small zebra are standing in a grassy field.,98042,
51028,mscoco,A keyboard rug lies on the floor by two chairs.,80783,
412571,mscoco,A tray filled with lots of different flavored donuts.,89510,
542776,mscoco,A small bird sitting on top of an open book.,63978,
83257,mscoco,A man standing next to a robot with a camera.,994,
85527,mscoco,A man in a tuxedo is holding a beer,31017,
535821,mscoco,A horse behind a fence looking into a camera.,11915,
117374,mscoco,Two cats sitting in the dirt under a tree.,74403,
450886,mscoco,Multiple stop signs standing and leaning on a construction site.,88718,
234057,mscoco,Eashitte and little lamb and a large open field,93558,
355817,mscoco,A red and yellow bus parked in front of a tall building.,71982,
237075,mscoco,Five statues of people on a pavement,37319,
174313,mscoco,a guy sitting on a motor cycle next to some trees,71525,
44309,mscoco,BEAUTIFUL CANAL WITH BRICK BRICK WALLS AND  CASTLE LIKE BUILDING IN BACKGROUND,41270,
128570,mscoco,An adorable child wading in water while holding onto a boogie board.,27330,
5934,mscoco,a close up of a baseball and a glove,48694,
251476,mscoco,A herd of zebra standing in a grassy field.,15804,
494077,mscoco,An assortment of fruits are viewed up close.,76631,
157418,mscoco,A couple of plates with sandwiches on them sitting next to an open can of spam.,10138,
581422,mscoco,Two men are sitting on a wooden crate with a cow next to them.,12688,
165681,mscoco,This is an image of a row of scooters,82534,
32570,mscoco,A man riding a wave on top of a white surfboard.,59527,
495519,mscoco,Person riding a four wheeler on a beach towards a bridge.,3895,
517523,mscoco,A 787 airplane is landing at the airport.,82488,
252711,mscoco,A group of white plates topped with piles of donuts.,99448,
136077,mscoco,Two zebra feasting on a dead animal in a dry grass field..,84681,
555346,mscoco,A tugboat in the water has two occupants.,58579,
555298,mscoco,"A dog sleeping between a book bag and a shredder, underneath a computer desk",24556,
59532,mscoco,mopeds parked in a parking garage with a green floor.,17706,
313342,mscoco,Miniature trains on tracks with miniature person standing in the middle.,10852,
113897,mscoco,A beige bathroom with a phone beside the toilet.,65876,
512495,mscoco,A bright white enamel bathroom with a checked floor.,32097,
493522,mscoco,A zebra standing on a patch of dirt on a green hillside.,20766,
464265,mscoco,A woman standing inside of a farmers market.,11614,
486020,mscoco,A zebra observing a dead deer on the ground.,1382,
124614,mscoco,A group of people standing next to bags of luggage.,27999,
66821,mscoco,A man looking at himself through the mirror.,74757,
364079,mscoco,Two people on a motorcycle driving up a street.,31871,
238147,mscoco,two bikes parked on the street with pizza delivery boxes attached to their back ends,41516,
46185,mscoco,two zebras are walking in a field next to some plants,26924,
66700,mscoco,A land with a lot of different animals.,21607,
196843,mscoco,A school bus covered in art and a sign.,19839,
256365,mscoco,A table topped with multiple cup cakes. covered in frosting.,8766,
427471,mscoco,A giraffe standing next to a pile of dead wood.,96955,
376684,mscoco,Two giraffes standing near each other in the zoo.,77687,
63595,mscoco,A tennis player in a red shirt is serving the ball.,97305,
255950,mscoco,Looking down on a stony surface shows a bowl with an orange in it and what looks like a large piece of red plastic.,47056,
1464,mscoco,A person in a black jacket skiing through deep snow.,99179,
28499,mscoco,A traffic sign in front of large trees and a building.,20057,
514537,mscoco,A wild animal drinks water from the toilet bowl.,79287,
23802,mscoco,A man wearing glasses standing next to an airplane.,531,
530220,mscoco,A motorcycle being displayed on a platform during an event.,31326,
228910,mscoco,A woman wearing a camera strap around her neck.,77306,
143450,mscoco,A piece of cake on a plate on a table.,40328,
170950,mscoco,A man carrying apiece of luggage on a sidewalk.,12898,
567053,mscoco,a plane is parked on a asphalt ready to fly,93334,
205222,mscoco,A half eaten donut on one plate a missing piece of cake on another plate.,2539,
508949,mscoco,A woman riding skis next to a brown dog standing on it's hind legs.,36060,
126688,mscoco,Grandpa enjoying the day playing flying disc with his granddaughter,26002,
196,mscoco,This table is filled with a variety of different dishes.,79292,
45108,mscoco,A couple of cats taking a nap on top of a bed.,86351,
162454,mscoco,this woman is getting juice from a fruit,95441,
184698,mscoco,Two giraffes rubbing their heads and necks together.,73183,
432332,mscoco,Two yellow and silver trains parked next to each other.,14047,
349152,mscoco,Several boxes of doughnuts in a line on a table.,6854,
98871,mscoco,A small cat lies on a fluffy white blanket.,10235,
369763,mscoco,A polie officer standing next to a  motorcycle parked on the street.,99063,
478225,mscoco,A train traveling past a group of tall residential buildings.,60797,
314034,mscoco,A herd of cattle is feeding at the river's edge.,76303,
527440,mscoco,A man doing farm work on a tractor in a field.,90730,
163528,mscoco,A brown table with white plate holding a pizza.,82614,
336579,mscoco,The view of a traffic light through a car windshield.,30993,
442565,mscoco,The dog is jumping to catch a white Frisbee with it's mouth.,89914,
33647,mscoco,Benches line the sidewalk of a city park in autumn.,97120,
148358,mscoco,Some very cute zebras in a grassy field.,52341,
45728,mscoco,Some delicious noodles are being cooked on a pan.,87674,
283910,mscoco,A group of sheep being herded by a black dog.,64205,
542856,mscoco,a public transportation bus with an advertisement on the side,40535,
71711,mscoco,A large airplane museum with old war planes.,95306,
310711,mscoco,Fire hydrant covered in flowers near stucco house.,27805,
454148,mscoco,Man standing on a stage in front of a microphone.,85808,
126226,mscoco,A group of guys in  a dugout with their gear,223,
421535,mscoco,People on skis are entering a snow tunnel.,57265,
227224,mscoco,a person driving a motorcycle on a closed course,52179,
518326,mscoco,Creepy large doll heads laying in giant oversized fake beds.,7338,
321024,mscoco,People in line in the street at an ice cream truck.,74367,
235302,mscoco,A newly married emo hipster couple sitting on a bench.,9056,
266124,mscoco,Three people standing near a fence and a horse.,90356,
93393,mscoco,A giraffe is walking up a grassy and rocky hill.,1891,
442681,mscoco,there are many trains that are stopped on the tracks,86104,
397958,mscoco,A black and white cow standing next to a barbed wire fence.,69462,
84980,mscoco,a dog is herding some sheep and some people are watching,66195,
38259,mscoco,Plane in window with cloudy sky and chairs,21155,
391895,mscoco,A man with a red helmet on a small moped on a dirt road.,93885,
126540,mscoco,The cat is looking through the window at  the animal eating the seed in the feeder.,86778,
352681,mscoco,Group of snowboarders on a snowy trail overlooking a mountain.,97106,
299448,mscoco,A train is going down the track under a bridge.,84443,
374061,mscoco,A black cat holding onto the left of a teddy bear.,21259,
72770,mscoco,A young man playing with frisbee on a sunny day,44167,
366440,mscoco,A water foul near the shore in a body of water with an island in the middle of it.,25175,
539386,mscoco,A man is parasailing out on the water,72172,
333402,mscoco,A man standing in front of the open door of a bus.,33715,
41257,mscoco,Photos of two ferrets sleeping in a pet bed,36737,
29994,mscoco,"Three metal containers of food, one with meat and pasta, one with fruit and one with bread and dates.",73512,
102355,mscoco,Horse drawn cart with women and children in urban area.,65287,
335610,mscoco,Two zebras stand side-by-side grazing in a green pasture.,99913,
363559,mscoco,A plate has bits of brown rice and broccoli.,38434,
98523,mscoco,A large airplane and a truck next to a building.,80981,
351903,mscoco,A giraffe at the zoo looks right at the camera,15433,
193884,mscoco,A red stop sign sitting on the side of a road.,60647,
342283,mscoco,A man standing under a light while making a high face.,11532,
457078,mscoco,A room with a desktop computer and a picture of a mummy.,9178,
476172,mscoco,There are dental care supplies on a table,18206,
513417,mscoco,An elephant is standing next to a rock,66364,
216228,mscoco,A girl is skateboarding down the Hollywood walk of fame.,84185,
545093,mscoco,Black and white photo of a trolley car.,26896,
495291,mscoco,The giraffes are spending a lot of time in the forest.,47754,
183991,mscoco,A few boys appear to be playing Frisbee near a fountain.,9824,
40620,mscoco,A bus driving down the road near a church and traffic light.,95086,
280515,mscoco,Two elephants that are drinking out of a watering hole.,40716,
117095,mscoco,"A cropped photo of an outhouse with a man in a chicken costume, military men and a polar bear.",99766,
101780,mscoco,A giraffe eating some leaves from a tree at the zoo,16920,
137822,mscoco,A group of trains parked next to each other.,4519,
313665,mscoco,a cat is watching some other cats on a television,13674,
209071,mscoco,Two couch cushions are supported by wooden frames,86789,
455483,mscoco,A bathroom with two sinks and a shower.,40985,
320974,mscoco,A dog in the grass next to a water dish.,77530,
91949,mscoco,A man standing next to a boy in front of a tree.,22480,
141755,mscoco,Flock of ducks standing on a rocky shore.,6900,
232483,mscoco,A group of people standing around a chicken coup.,48240,
106900,mscoco,"A woman, man, and a dog standing in the snow.",17536,
566278,mscoco,Red and black motorcycle parked near large 4 story building.,20033,
111644,mscoco,A young woman falls while surfing in the ocean.,20473,
579760,mscoco,A brown dog sitting with a man on a porch swing.,27044,
373857,mscoco,a living room with a chair near a tv,30944,
386650,mscoco,A bench next to three potted plants.,1821,
442367,mscoco,A crowded sidewalk filled with lots of people.,30566,
357331,mscoco,a blue train driving on a train track below multiple power lines.,9874,
425000,mscoco,women in black coats walk along the sidewalk,43833,
279159,mscoco,A large orange cat laying on top of a blanket.,16593,
334015,mscoco,a small toilet stall with a toilet brush and 3 rolls of toilet paper,60888,
131612,mscoco,A girl riding a horse is jumping the log.,20452,
292741,mscoco,A television with a video game logo sits in front of two trays with controllers.,70326,
371683,mscoco,A bunch of bananas hanging from a green tree.,22933,
39592,mscoco,some zebras standing by a wall and looking at the people on the other side,73180,
13992,mscoco,A sign hanging on a pole by the sidewalk,19116,
249815,mscoco,Racks full of bikes fill an entire street.,95680,
147289,mscoco,A fire hydrant that is partially buried in snow.,56988,
543961,mscoco,A bathroom consisting of a toilet and a tub.,69307,
120340,mscoco,a man putting his bike on a rack in front of the bus,9045,
190015,mscoco,A truck parked near a tall pile of hay,49279,
427189,mscoco,this is a few heads of broccoli in a box,29674,
247206,mscoco,"Man lying on floor playing with cat, in cluttered room.",89810,
367310,mscoco,A horse eating a banana out of an older woman's hand.,19360,
475944,mscoco,A large colorful parrot is perched on a tree limb.,11561,
135275,mscoco,A small blue car on a city road.,86313,
534467,mscoco,A kitchen filled with appliances and an open laptop.,50508,
167443,mscoco,a lit up counter with two fancy sinks on it,6468,
366677,mscoco,"A pizza sitting on a table, it appears to have everything on it.",87536,
405365,mscoco,A person in a ski gear standing on a snowy mountain.,54065,
62459,mscoco,a red and white fire hydrant is sitting by a curb,45440,
22002,mscoco,A bear that is latching on to a tree,18590,
37367,mscoco,A laptop that is sitting on a table.,96205,
578776,mscoco,A large herd of sheep crossing over a dirt roadway.,86531,
405894,mscoco,A woman riding a horse and taking a picture at sunset.,40161,
566729,mscoco,A man stands next to a bird on a rock.,52694,
168434,mscoco,These two trains are workhorses necessary to care for other trains.,768,
364113,mscoco,Two people riding different colored horses down a dirty road.,44111,
501122,mscoco,A man standing over an ironing board wearing a gas mask.,88816,
122172,mscoco,a baby elephant walk next to some adult elephants,51845,
248341,mscoco,Which of the four desserts would you choose?,94620,
574810,mscoco,A cat is seated in a window sell looking outside the window,75086,
471118,mscoco,a street sign with the red light glowing brightly on it,8758,
457229,mscoco,A person on a horse is down by the ocean.,44141,
295051,mscoco,a close up of a cat on a desk near stuffed animals,25142,
509423,mscoco,We are at the intersection of Doyers Street and Chatham Square.,272,
260686,mscoco,There is a television that is on and signs nearby.,41264,
387569,mscoco,A bus with two people and luggage by the door,42106,
360137,mscoco,A person leaning up against a metal rail while holding a rainbow colored umbrella.,45672,
532295,mscoco,a snow skier in a red jacket carrying skis and snow,63339,
473260,mscoco,A myriad of stop signs that are black and white and red and white stand clustered together.,36762,
283947,mscoco,a woman in a skirt gets ready to hit a tennis ball,21176,
267875,mscoco,A picture taken through a car window of a shop with many motorcycles parked in front of it.,82976,
284648,mscoco,The surfer is surfing on top of the waves.,53046,
456146,mscoco,A group of sheep grazing on a roadside,77928,
268831,mscoco,"A bathroom with blue walls, black and white checkered floor, toilet, urinal and bathtub.",46277,
401250,mscoco,A person that is doing a trick in the air.,35551,
439854,mscoco,A man riding a skateboard along a sandy beach.,51300,
22118,mscoco,A sandy beach filled with lots of people standing on top of it.,43666,
120235,mscoco,A view out of a window that shows a winding river.,57784,
373519,mscoco,A bird sits on a wire over a street sign.,79942,
358923,mscoco,A woman with an umbrella hat talks on her cell phone.,3510,
111811,mscoco,a large train station with several trains docked,32264,
39865,mscoco,a man riding a big wave on his surfboard,57506,
351589,mscoco,A wooden bench sitting outside of a home.,50445,
392670,mscoco,a large air plane on a run way,7143,
496383,mscoco,A man and woman sitting on a wooden bench together.,9119,
561403,mscoco,"The computer desk has a laptop, a monitor, and a tablet PC on it.",30424,
411303,mscoco,A lot of people that are sitting around together.,94745,
171733,mscoco,A large blue tow truck towing a large tractor.,19723,
312316,mscoco,A giraffe standing at attention in a zoo pin.,35890,
316526,mscoco,A white and green bus driving down a street.,51315,
3109,mscoco,A woman is setting up an umbrella on a deck.,38767,
360772,mscoco,A toilet sitting in a bathroom next to a sink.,58557,
87740,mscoco,People riding on elephants that are walking through a river.,94932,
196192,mscoco,a few suitcases for sale in a second hand shop,90836,
120745,mscoco,"A street has a traffic light, a parked bicycle, and a car on it.",29994,
571008,mscoco,The stop sign has stenciled spray paint on it.,93136,
286708,mscoco,a black and white cat wearing a little purple hat,28330,
151742,mscoco,A man holding a baby in a white baptism outfit.,42486,
237496,mscoco,A boy in black shirt doing a trick on a skateboard.,77721,
137727,mscoco,A motorized cart fills a train with luggage,96048,
461588,mscoco,A man riding a motorcycle across a sandy beach.,77112,
70626,mscoco,A small pizza on a plate with a fork beside it on a table.,82208,
5123,mscoco,Group of pedestrians walking in front of a domestic house.,41109,
355777,mscoco,A street with busses and cars next to a bus stop.,61466,
13832,mscoco,close up of a chicken sandwich and fries on a plate,99023,
6608,mscoco,A room with two desk covered in computer equipment.,38680,
26730,mscoco,A dog sitting in the sidecar of a motorcycle.,35523,
250335,mscoco,Businessman with a striped shirt and orange tie.,56544,
39726,mscoco,A danish dessert with frosting that is partially eaten,56206,
456931,mscoco,Many yellow and green lemons are stacked in baskets.,96193,
397117,mscoco,a yellow and white concrete truck next to a bus,7714,
334178,mscoco,The pipe smoker enjoys his nightly  smoky ritual.,65034,
8771,mscoco,A male skier has fallen in the snow.,55507,
456730,mscoco,"This is a view inside the cabin of the high speed train, showing relection of the light.",74287,
220690,mscoco,A city street filled with lots of traffic and pedestrians.,13275,
89293,mscoco,Person on skis on a snow covered path.,1238,
133836,mscoco,a child on a platform near a train,94072,
172478,mscoco,A red double decker bus driving down a street.,96080,
556183,mscoco,Alfredo pasta with broccoli and mushrooms hot meal.,39992,
309940,mscoco,A black-and-white photo of a baseball player in the outfield.,94219,
477705,mscoco,An empty street with two street lights placed next to each other.,75444,
475398,mscoco,A woman standing next to a table holding a sheet cake.,95645,
40705,mscoco,A man staring ahead at the camera with a neutral expression.,57554,
230964,mscoco,A person riding a skateboard up the side of a wall.,10921,
435785,mscoco,Several cows laying down in a hilly area near a body of water,57029,
47367,mscoco,A dog standing next to a fire hydrant on a sidewalk.,879,
358883,mscoco,A bath tub sitting next to a large window.,93204,
555337,mscoco,A black bull beginning to mount a brown cow.,4486,
552849,mscoco,An open market displaying fruit and many other varieties of food,21710,
16546,mscoco,A cross country skier passes an individual on a trail,40815,
567898,mscoco,Three round plates filled with artistically presented food.,44302,
482574,mscoco,Man displaying local fruit and bananas for sale,92248,
54007,mscoco,A young boy holding a baseball bat and a  stick.,67773,
385997,mscoco,A living room filled with furniture and a large window.,50143,
461007,mscoco,A wooden bench sitting up against a lush green park.,33009,
546264,mscoco,An orange cat laying on the seat of a motorcycle,44353,
519880,mscoco,A man on a skateboard doing a trick.,93346,
542605,mscoco,A guy on a motorcycle riding down a street lined with motorcycles.,77580,
411841,mscoco,A large jetliner sitting in front of a tall building.,10091,
335814,mscoco,A man is at an airport with luggage.,15612,
132706,mscoco,Steam rising from a hot plate of vegetables.,94067,
506401,mscoco,A city scene is shown with stop lights is shown.,13875,
308316,mscoco,Airplane flying in the air over various fields and farms.,76164,
307421,mscoco,A brown and white cow in grassy area next to fence.,18251,
467696,mscoco,A man riding on a boat filled with luggage.,25369,
530766,mscoco,People are watching men in colonial costume come down the river in a boat.,48981,
510587,mscoco,A man riding a skateboard flipping it into the air.,92605,
553790,mscoco,Birds perched on iron poles in front of a tall building.,41982,
386585,mscoco,A very large get liner flying in the sky.,65535,
311877,mscoco,A one way sign pointing to the left; the sky is blue in the background.,43262,
397133,mscoco,A man is in a kitchen making pizzas.,48528,
223198,mscoco,A young man modeling clothes during a photo session.,80342,
196295,mscoco,A herd of elephants walks through a clearing.,40922,
314016,mscoco,A shelf in a bathroom holding liquor and a book.,79369,
999,mscoco,A young man kneeling on top of a base.,40270,
147629,mscoco,a cat licking its lips while holding onto a toy in the shape of an elephant,66936,
479213,mscoco,A couple of women holding up a cake together.,96855,
416331,mscoco,Train wreck fallen down into a body of water.,12022,
537376,mscoco,A man and a woman in formal clothes look at each other.,6608,
222833,mscoco,A little boy is on a state board on the cement.,25213,
192496,mscoco,This train car features a variety of colors and carries passengers.,83856,
241889,mscoco,A person doing a skiing trick in the air.,39699,
66632,mscoco,A plate with cabbage and carrots with a shadow of a V on it.,4978,
110783,mscoco,a small little bathroom with a toilet in it,45314,
503707,mscoco,A group of men riding motorcycle down a country road.,33850,
241728,mscoco,a couple of people are in line at a vendor,40876,
324857,mscoco,A cat is laying in an empty suitcase with a fluffy tail hanging over.,17846,
53082,mscoco,A hand holding a piece of cinnamon roll,3728,
388721,mscoco,A zebra lays in front of another zebra,63854,
455772,mscoco,A person in a field jumping to catch a Frisbee.,13382,
335539,mscoco,A table and some chairs in a room.,19059,
38685,mscoco,The oriental signs are pointing in all directions.,5419,
350230,mscoco,a tiled kitchen with some appliances inside of it,38009,
203110,mscoco,Orange streetcar stopped at a pick up point along a line.,71100,
495357,mscoco,A dog sitting on top of a motorcycle in an intersection.,39210,
242855,mscoco,"Plate of food, including hot dog, ribs, beans, and corn.",67946,
315072,mscoco,cars riding down a lit street with a bright light post,22718,
322145,mscoco,The man walks through a snow trail wearing skis.,39935,
257896,mscoco,a close up of a person wearing a suit and tie,92591,
139004,mscoco,A kitchen with canisters on the neat counter,90008,
161465,mscoco,A man holding a surf board standing on the shore of the beach,38041,
53748,mscoco,A tall giraffe studding next to a  parked truck.,30715,
57879,mscoco,A narrow city street has a leaning one way sign.,98264,
369826,mscoco,A picture advertising Arizona tourism in an airport,45863,
115765,mscoco,A group of young women standing under trees in a park.,43256,
443351,mscoco,One white motorcycle and one green motorcycle parked on the road,85041,
372706,mscoco,There are some cars and trucks parked at a bus depot,40282,
245162,mscoco,A road with cars and buses near a building.,25850,
327383,mscoco,An old van has been given a mirrored finish,75852,
416523,mscoco,A person standing over a bike next to a store.,54234,
449132,mscoco,A black and white spotted horse in a pasture.,30164,
489257,mscoco,A cat looks at the camera while lying in the window,48840,
31519,mscoco,A group of rescue workers helping an overturned car,46136,
23023,mscoco,Three pieces of luggage sitting on a floor in front of a curtain.,38405,
337561,mscoco,A odd looking bike sitting under a purple tent next to a fountain.,23113,
420579,mscoco,A person standing next to skis in the snow.,48703,
223930,mscoco,A motorcycle parked next to a few bicycles.,44855,
121788,mscoco,A person on skis in the snow pulling on a cord.,51684,
126123,mscoco,A man standing next to a bear on a Chain leash.,14410,
498547,mscoco,The kitchen has many grill with pots hanging all around.,740,
46775,mscoco,Two long metal tables sitting inside of a kitchen.,63107,
10014,mscoco,A city bus parked next to a crowd of people.,58144,
540207,mscoco,The cross country skier is working very hard.,81976,
309484,mscoco,A dog having his teeth brushed with a novelty electric toothbrush.,53654,
309033,mscoco,A large kitchen with a stove and a sink.,41448,
389256,mscoco,A woman cutting a cake while wearing a crown.,68489,
286458,mscoco,Two images of open suitecases full of toiletries.,53012,
129592,mscoco,A red fire hydrant sitting in the middle of the grass.,8971,
252783,mscoco,A person holding half of a sandwich at a table.,38359,
266082,mscoco,A red fire hydrant in front of a skyscraper,98868,
73429,mscoco,A couple of men standing next to each other near surfboards.,82123,
460567,mscoco,"Antelopes, zebras, and giraffes are gathered around the watering hole.",36926,
40102,mscoco,Two giraffe standing next to each other on a grassy field.,66778,
555763,mscoco,A man on motorbike rides in front of a large parade of traffic.,77674,
504091,mscoco,A man holding up a tennis ball with a racquet in the other hand.,72090,
87409,mscoco,Three beautiful women riding a paddle board on a large body of water.,35122,
359659,mscoco,A white toilet sitting in a bathroom on a wooden floor.,3112,
134844,mscoco,a train is next to a city by the mountains,92965,
153103,mscoco,Meat sitting on a plate with green vegetables on the side.,93598,
282658,mscoco,Two people going through belongings from the truck of a car.,67753,
111907,mscoco,A skateboarder jumping over a cone at a skate park.,61354,
382542,mscoco,"A bathroom with a sink, toilet and safety rails.",47187,
119120,mscoco,A man throws a frisbee to his wild dog,65581,
234965,mscoco,School buses parked along the curb of a city street.,24906,
246649,mscoco,A shirtless man playing tennis on a blue court.,75147,
59815,mscoco,A group of people dressed in an elephant costume.,2581,
515158,mscoco,A man wearing a red wig eating a banana.,87770,
62347,mscoco,a man standing on a red boat out on a large body of water.,26760,
169143,mscoco,A man throws a baseball on a baseball diamond.,24829,
437738,mscoco,The signs are clearly visible for all of us to see.,15830,
242523,mscoco,"A post with several street signs on it, including the name.",48787,
83906,mscoco,A bunch of red and white umbrella hanging from ceiling.,7113,
34020,mscoco,Person down hill skiing in well groomed snow,99333,
545597,mscoco,A restroom with three mirrors above two sinks.,30618,
412483,mscoco,A fire place sitting in a living room next to a TV.,43290,
3703,mscoco,Ripe bananas sitting next to a laptop computer and plastic wrap.,11229,
333730,mscoco,A tourist looks at sheep grazing in a yard,77007,
535156,mscoco,A large elephant scratching it's back on the side of a pole.,33006,
520301,mscoco,A brown dog hanging it's head out of a car window.,39257,
464526,mscoco,A woman in a black tank top holds a white remote.,69947,
25550,mscoco,People stand in a city street at a rally.,78731,
578852,mscoco,A street sign set on a steel pole.,4651,
440486,mscoco,A river filled with boats next to a tall building.,44183,
485447,mscoco,A man in a stadium standing next to stacks of chairs.,48857,
268496,mscoco,An old fashioned street sign in a town on the corner.,42925,
505169,mscoco,A toilet next to a chain shower stall in a bathroom.,85012,
468499,mscoco,A city train as it travels down the tracks.,31848,
314495,mscoco,A bull looking out of a wooden fence.,95168,
