coco_id,source,prompt,evaluation_seed,case_number
552942,coco-30k,A white Cairn terrier pants in the sun whilst dressed in a neon yellow outfit.  ,25406,18093
512110,coco-30k,A purple umbrella lying on the green water.,14481,18094
36277,coco-30k,A cat standing inside of a dresser drawer.,75401,18095
438692,coco-30k,A black bear sits at the base of his tree house at the zoo,18208,18096
391689,coco-30k,An old truck and old car buried in snow in a winter yard,57566,18097
114920,coco-30k,some people and kids riding on a small train by some trees ,36230,18098
419144,coco-30k,a group of elephants standing around with some people sitting on their backs ,84427,18099
320106,coco-30k,A hipster emo woman sitting on luggage in the middle of a road.,1799,18100
419323,coco-30k,A giant blue gummy bear sitting next to smaller gummy bears.,3136,18101
283101,coco-30k,Two large row boats filled with people in the water.,15524,18102
265096,coco-30k,A large elephant is tied up next to some tree.,34887,18103
228300,coco-30k,A group of young men sitting next to each other on a wall.,64052,18104
199516,coco-30k,People petting and taking pictures of a cow behind a rock wall. ,44280,18105
380979,coco-30k,The man is driving the fire engine in the parade.,12235,18106
169181,coco-30k,a bed with some white bed covers and some books,55449,18107
419378,coco-30k,An antique flat bed truck pulled up at a traffic signal ,49719,18108
170517,coco-30k,A man walking a dog down a road while holding an umbrella.,48328,18109
16905,coco-30k,A couple of men riding on the back of an elephant.,67098,18110
201637,coco-30k,A young Asian girl has an umbrella to protect her from the rain.,3442,18111
125983,coco-30k,A woman dancing in front of a large mirror.,64890,18112
5601,coco-30k,A large body of water sitting below a mountain range.,10484,18113
18893,coco-30k,A cat curled next to various items and accessories. ,58911,18114
526962,coco-30k,A cat laying on it's back playing with a yellow toy.,94000,18115
407225,coco-30k,A women riding a bike with an umbrella. ,57821,18116
521550,coco-30k,A harbor that has a large number of boats docked.,19413,18117
463670,coco-30k,A dog that is laying down next to a teddy bear.,46850,18118
489014,coco-30k,A dog that is standing on the side of a boat.,14926,18119
486694,coco-30k,A train on a railroad track parked at a station,55108,18120
473110,coco-30k,A train engine carrying a cart down a track.,780,18121
277738,coco-30k,A man sitting on the edge of a platform with a large suitcase and statue.,70847,18122
493284,coco-30k,A group of adult and young elephants walking. ,24652,18123
130419,coco-30k,A woman standing next to two bags of luggage.,62473,18124
23731,coco-30k,a calico kitty sleeping in an orange chair ,71251,18125
574703,coco-30k,Mississippi paddle boats still make their way on the river.,6146,18126
244167,coco-30k,A brown cow in a field of grass near two red barns.,27393,18127
124614,coco-30k,A group of people standing next to bags of luggage.,27999,18128
319051,coco-30k,A group of people at the beach with umbrellas,42783,18129
422025,coco-30k,The man standing beside a tree has thrown a Frisbee.,34291,18130
303127,coco-30k,A young calf stands amidst the grasses on the riverside. ,60296,18131
130516,coco-30k,A mack truck is pulled up to a station area where an employee opens the door. ,3783,18132
313735,coco-30k,Young boy holding an umbrella on a rainy day.,19530,18133
553869,coco-30k,A girl standing on the sidewalk holding a blue umbrella.,24498,18134
84701,coco-30k,A stack of suitcases rest beside a couch.,66230,18135
565186,coco-30k,a blue and silver truck with logs trees and wires,79924,18136
122172,coco-30k,a baby elephant walk next to some adult elephants ,51845,18137
517570,coco-30k,a couple of boats are sitting in the water,2129,18138
376358,coco-30k,a brown cow is laying in a pin,37163,18139
118320,coco-30k,a couple of cows are laying in a field,94850,18140
54088,coco-30k,a tow truck pulling a white card down the road ,46745,18141
307649,coco-30k,a cat is starring at an old television ,40216,18142
534252,coco-30k,The four images show a black dog next to a pair of shoes.,66594,18143
457693,coco-30k,wild animals graze in fields in front of a lake and snow-covered mountains,68726,18144
158354,coco-30k,a white cat sits underneath an umbrella ,95781,18145
59501,coco-30k,a cat is laying on a window ledge,64437,18146
387551,coco-30k,a row of boats are lined up in the water,29989,18147
222295,coco-30k,Two briefcases are used as decoration above these clothes,86772,18148
544825,coco-30k,Five people are riding in a red boat on the water.,57342,18149
334178,coco-30k,The pipe smoker enjoys his nightly  smoky ritual.,65034,18150
163666,coco-30k,A cat sitting inside of a black bag near a tile wall.,89685,18151
433774,coco-30k,A parking meter sitting next to a tall tree.,96130,18152
15267,coco-30k,A cat laying on top of a table in front of a mirror.,18154,18153
66413,coco-30k,a cat sleeping on the floor with a little toy,30531,18154
231945,coco-30k,"The casual  vehicle parade features a patriotic theme,",96509,18155
44165,coco-30k,A caretaker looks after a small brown elephant,45924,18156
223256,coco-30k,This couple is making a funny face while sitting on a couch,98822,18157
222863,coco-30k,A large cow with horns by some bushes.,8745,18158
581033,coco-30k,A man is scratching the cat on the head.,2107,18159
570952,coco-30k,A blurry photo of a cat and a grandfather clock.,6511,18160
383119,coco-30k,Several old boats side by side in a city harbor.,15940,18161
94852,coco-30k,A mother looks after a baby elephant in the wild.,10035,18162
554805,coco-30k,Two cows and a baby are standing and sitting down.,55238,18163
149568,coco-30k,"The man plays on the beach with his two dogs, one of which is a black standard poodle.",92391,18164
153697,coco-30k,An ornate wood clock with carvings on the face.,84703,18165
326702,coco-30k,A man with luggage on wheels standing next to a white van.,56592,18166
433014,coco-30k,An imposing building rises in the distance on a rainy day.,49540,18167
58785,coco-30k,A cow eating a mix of vegetables on a piece of paper next to a bird.,78150,18168
381555,coco-30k,The black  cat was laying on the floor,27402,18169
83773,coco-30k,The brown bear is sitting on the ground scratching its ear. ,32435,18170
335579,coco-30k,A man lies down next a cow while facing another.,31144,18171
77997,coco-30k,three photos of a male doll slowly getting undressed,83929,18172
305142,coco-30k,A dog is in mid air with a frisbee in its mouth. ,12828,18173
549410,coco-30k,A cat is lounging on a book shelf.,91503,18174
103499,coco-30k,A person with a parasol is walking on a crosswalk.,5337,18175
183949,coco-30k,A panda is eating bamboo on the ground.,85223,18176
526762,coco-30k,People crossing a river on four large elephants.,92225,18177
191919,coco-30k,A group of cows are grazing on the grass.,49623,18178
464130,coco-30k,a large white boats is pulled up to a dock,42937,18179
49444,coco-30k,A woman standing on a balcony in front of an elephant float.,25376,18180
80596,coco-30k,An empty handbag lying flat on a table.,61839,18181
498915,coco-30k,A couple of men standing next to a woman.,65561,18182
243694,coco-30k,A long boat filled with people sitting on top of a body of water.,16971,18183
329940,coco-30k,Two large concrete trucks parked near a large building.,68721,18184
58111,coco-30k,An orange and white cat laying on top of a sink.,55904,18185
531415,coco-30k,A clock sitting on top of a wooden desk.,25525,18186
552829,coco-30k,A dog laying on a floor with a blue ball.,91739,18187
385856,coco-30k,A black and brown dog laying on the ground.,53515,18188
446324,coco-30k,An old truck carrying luggage at the back,67766,18189
370260,coco-30k,A colorful bus driving down a street in front of a bus.,54606,18190
196518,coco-30k,A couple of black bears standing next to two trees.,9582,18191
106484,coco-30k,A man walking a dalmatian on a red leash.,81891,18192
35594,coco-30k,An elephant mother with a baby elephant beneath her reaches for branches with her trunk.,16409,18193
472102,coco-30k,An woman sleeps in a chair at an airport terminal filled with travelers.,15044,18194
527054,coco-30k,Woman wearing polka dot stockings and pink dress posing with an umbrella.,70393,18195
246809,coco-30k,A small boat traveling past a red light house.,31076,18196
228764,coco-30k,An orange and white cat standing on top of a beach.,60395,18197
305879,coco-30k,A man who is holding an umbrella out of a window.,72659,18198
125806,coco-30k,Two black cows facing each other with woods behind them.,70861,18199
304481,coco-30k,A large white polar bear laying on top of snow.,90793,18200
543402,coco-30k,A brown chair with a blue umbrella on top of it.,82849,18201
356923,coco-30k,"The large motorboat is painted yellow, grey, and white.",66249,18202
33561,coco-30k,A herd of cattle is grazing through the field beside houses.,60528,18203
270148,coco-30k,A cat is curled up into a ball near some teddy bears,35051,18204
300471,coco-30k,a cat is laying down on a blue chair,3439,18205
40011,coco-30k,"A yellow, blue, and purple train passes on the tracks.",14764,18206
155774,coco-30k,A Chinese couple is posing for a photo. ,64857,18207
449485,coco-30k,Is this picture of a girl and her suitcase hand tinted?,92377,18208
417980,coco-30k,Costumed friends walking down the street arm in arm in a parade,46424,18209
70619,coco-30k,A train parked in front of a train station.,46920,18210
245576,coco-30k,An orange cat sitting on top of a computer desk.,65687,18211
491061,coco-30k,A pretty young lady holding an umbrella at night.,93287,18212
317424,coco-30k,This work van has green graffiti sprayed on its side,24808,18213
370478,coco-30k,some luggage and a back back sitting on teh ground next to a lap top,18317,18214
103873,coco-30k,Two well equipped men with dogs at a pier.,39898,18215
274126,coco-30k,a few boats that are out on a river,79995,18216
145227,coco-30k,a man that has a medal around his neck,99497,18217
563050,coco-30k,A bird standing on top of a lush green field.,66562,18218
116095,coco-30k,There are four brown and white cows in a row and a couple more behind them.,88706,18219
335885,coco-30k,A parking meter sitting on the side of a sidewalk.,28514,18220
343229,coco-30k,A large red bag on the ground in a room.,316,18221
222146,coco-30k,The two cats are looking for something good to eat.,91901,18222
30255,coco-30k,A boat traveling on water under a large bridge.,50231,18223
567565,coco-30k,a suitcase has a bunch of stickers all over it,46791,18224
475879,coco-30k,A piece of brown luggage sitting on the side of a road.,9056,18225
339823,coco-30k,A young woman in an orange dress holds a black umbrella,17248,18226
110972,coco-30k,A large black bear walking across a field.,48199,18227
433075,coco-30k,An orange and white cat laying inside of a black pot.,43087,18228
79816,coco-30k,A red truck parked on top of a dirty ground.,92780,18229
221089,coco-30k,two elephants that are together in an enclosure. ,72972,18230
190760,coco-30k,A person offering a donut to a cat.,53586,18231
499597,coco-30k,A cat laying under a chair next to a bottle of water.,49056,18232
62706,coco-30k,Two girls are posing outdoors under an umbrella for a photo. ,5524,18233
510719,coco-30k,A dump truck is sitting on the side of the road. ,29823,18234
278867,coco-30k,A man is throwing a baseball near some water,14680,18235
28002,coco-30k,a large castle in front of a clear sky,50621,18236
123639,coco-30k,a parking meter is in front of a vehicle ,74206,18237
42,coco-30k,This wire metal rack holds several pairs of shoes and sandals,60638,18238
165760,coco-30k,Men and women are gathered together outdoors on a sunny day,59578,18239
440900,coco-30k,A her of black and white cattle standing on a field.,94588,18240
368994,coco-30k,"A picture of a blanket on the sidewalk covered with flower headbands, knitted caps, assortment of cloths and a lunatic sign. ",96052,18241
467540,coco-30k,A man riding on the back of a boat floating in water.,81766,18242
354744,coco-30k,A boat is washed up on the shore.,72586,18243
372979,coco-30k,A cat sitting on top of a window sill.,67920,18244
283984,coco-30k,A bunch of packages are sitting outside of a building. ,16164,18245
411561,coco-30k,The family is ready to enjoy a nice dinner together.,13216,18246
409850,coco-30k,A picture of a livestock with the american flag and blue and white ribbons hanging from the ceiling. ,31598,18247
394206,coco-30k,A group of people riding in the back of a truck.,88767,18248
250804,coco-30k,"Bulls, dogs and people all share the same street.",8985,18249
364725,coco-30k,A cat looking down at a book. It appears to be reading it.,40354,18250
573105,coco-30k,A view of a red sports car with luggage on the back of it.,35563,18251
308476,coco-30k,A polar bear standing on a rock formation in an enclosure.,26407,18252
178592,coco-30k,An elephant leading a baby through a Savannah plain.  ,33553,18253
171695,coco-30k,A number of tourists atop two colorful trucks.,1033,18254
491867,coco-30k,A young bald man dressed sharply smiles happily,5512,18255
148730,coco-30k,a boat is sitting next to a dock,1931,18256
391225,coco-30k,A man riding a wave on top of a surfboard.,35455,18257
306339,coco-30k,A dog chewing on a mans shoes as he lays on a field.,17696,18258
207926,coco-30k,A black and white shot of people standing in the rain in front of a castle structure.,60699,18259
460147,coco-30k,A city street filled with lots of traffic and lined with buildings.,30850,18260
285096,coco-30k,A tug boat sitting in the middle of the harbor.,16756,18261
27272,coco-30k,a big bear stands next to a lake ,3624,18262
310342,coco-30k,a couple of elephants are standing in a field,36038,18263
104422,coco-30k,A man wearing a tie and suspenders is standing with his hands in his pockets.,42964,18264
455290,coco-30k,A herd of elephants standing around in the middle of a pen.,77458,18265
3382,coco-30k,People in navy uniforms and one person talking on a walkie- talkie.,60203,18266
419008,coco-30k,a cat is standing next to a picture of a fish,68895,18267
408101,coco-30k,A large black bear standing by a tree.,5329,18268
334006,coco-30k,a large blue truck is driving down the street,64909,18269
44950,coco-30k,The mirror is reflecting a dog on the bed.,55758,18270
14473,coco-30k,a red and black train is coming down the tracks,29024,18271
429505,coco-30k,Group of black chairs sitting underneath a blue umbrella. ,26035,18272
330790,coco-30k,an elephant is carrying some plants in its tusk,90349,18273
574332,coco-30k,a couple of people are walking and carrying umbrellas,19164,18274
452591,coco-30k,a group of people sitting side by side to take a photograph,57612,18275
207937,coco-30k,A person with an umbrella walking down a rainy road.,39562,18276
320203,coco-30k,a couple of green signs above a red stop sign,34507,18277
278576,coco-30k,An old blue truck drives down a dirt road.,75940,18278
557556,coco-30k,A woman catching a frisbee on a beach.,80126,18279
90659,coco-30k,a blonde cat is standing by a laptop,40758,18280
502798,coco-30k,a brown and black ox and a white and black one and grass ,93878,18281
19974,coco-30k,two calfs walk side by side in a pen on a sunny day,73928,18282
308753,coco-30k,an animal laying down on top of some rocks.,33457,18283
325796,coco-30k,A colorful train traveling past a wooded area.,4170,18284
496198,coco-30k,Several people and a fire truck parked in front of a building.,12809,18285
530854,coco-30k,People are walking in the rain holding umbrellas.,9886,18286
208476,coco-30k,A young man with long red hair drinking from a glass.,84953,18287
302219,coco-30k,A trunk full of backpacks and other bags.,73985,18288
191964,coco-30k,A cat stares forward over the corner of a keyboard.,84590,18289
1149,coco-30k,Several men in suits and military gear standing near a table.,25100,18290
199050,coco-30k,A black and white picture of a group of people.,33167,18291
253506,coco-30k,A white tow truck with another car behind it.,28697,18292
503183,coco-30k,A doll with articulated joints stares from her perch between two parking meters.,13224,18293
75905,coco-30k,A group of people posing together at a party.,23489,18294
422391,coco-30k,A HORSE TRAILER WITH THE HORSE AND JOCKEY PICTURED ON IT,98132,18295
280325,coco-30k,Graffiti decorates the wall in front of a parking meter.,78162,18296
141882,coco-30k,People are waiting at the airport with their luggage,2233,18297
270532,coco-30k,a group of cows grazing next to a barn,20615,18298
268541,coco-30k,a man in a suit drinking a cup of coffee,51407,18299
420702,coco-30k,A horned animal is eating weeds at the side of the road.,62094,18300
105367,coco-30k,Cows crossing a paved road in the fog,56516,18301
235017,coco-30k,A woman poses for a photo holding an umbrella over her head.,56201,18302
89884,coco-30k,Two lounges are pictured next to a beautiful private pool.,64077,18303
344897,coco-30k,a bunch of cows standing and laying on a grass field.,99593,18304
390975,coco-30k,A children's playground slide made to look like an elephant,14873,18305
154004,coco-30k,a few people that are standing on a beach,41779,18306
571091,coco-30k,a couple of bags that are on a wooden floor,53609,18307
309964,coco-30k,The people are sitting outside under a large umbrella.,49770,18308
250127,coco-30k,The young woman is standing in the rain under her umbrella ,34102,18309
473415,coco-30k,a few boats that are floating down some water,44223,18310
340036,coco-30k,A lone train is traveling down the train track,73101,18311
412690,coco-30k,The boat is in the middle of a huge strom,32724,18312
193407,coco-30k,a person that is holding a umbrella ,91520,18313
41257,coco-30k,Photos of two ferrets sleeping in a pet bed,36737,18314
492196,coco-30k,A boat tugs a barge behind it through the water.,11894,18315
128324,coco-30k,A pod of elephants in the African plains,35682,18316
359546,coco-30k,Umbrellas made and woven items on beach near waterway.,75490,18317
237942,coco-30k,A man is standing in the shade of the tree near a large field.,92393,18318
6894,coco-30k,A man getting a kiss on the neck from an elephant's trunk,75663,18319
28273,coco-30k,The little black kitten is sitting inside a black bag. ,70125,18320
237558,coco-30k,This aerial shot shows a person crossing the street with an umbrella over their head.,16507,18321
407019,coco-30k,A polar bear is walking around the water,8727,18322
180779,coco-30k,An overhead view of a city cross walk on a rainy day features an array of colorful umbrellas. ,34506,18323
468471,coco-30k,A man jumping onto a bed sitting next to a table.,20810,18324
117683,coco-30k,A desk topped with a bag and other items.,90001,18325
83766,coco-30k,Several bags are grouped together in a waiting area.,50219,18326
241340,coco-30k,A woman playing tug of war with a dog over a white frisbee.,73225,18327
561967,coco-30k,A yellow train engine traveling down train tracks.,30662,18328
285,coco-30k,A big burly grizzly bear is show with grass in the background.,40923,18329
454956,coco-30k,Two bears can be seen grazing in the grass at the side of the road.,68313,18330
98981,coco-30k,A small herd of cattle in a large field.,19908,18331
98871,coco-30k,A small cat lies on a fluffy white blanket.,10235,18332
369322,coco-30k,A man in pajama pants carries a lime green suitcase.,73162,18333
261050,coco-30k,A man sitting on top of a hair next to a  woman.,69126,18334
374574,coco-30k,People stand in the drizzle with black and white umbrellas.,22768,18335
498806,coco-30k,A mini train about to go through a tunnel.,91131,18336
560227,coco-30k,A man holding a gun while standing in a shower.,72232,18337
193498,coco-30k,various items from the bag are on the table,2911,18338
51272,coco-30k,A cat is sleeping on the couch cushion,51374,18339
4665,coco-30k,A just married couple in the back of a car.,31086,18340
440400,coco-30k,A woman is standing on the sidewalk with an umbrella.,21473,18341
413446,coco-30k,The ship is sailing on the water as the people swim.,18282,18342
181118,coco-30k,People watching elephants enter  the water by a river.,40820,18343
154173,coco-30k,the elephants are  all next to each other under the tree,11126,18344
67463,coco-30k,A truck that is sitting in the road.,79054,18345
317035,coco-30k,A very cute old looking suitcase with some writing on it.,81022,18346
306949,coco-30k,"a cat takes over a human's chair, and their book.",88017,18347
289781,coco-30k,the boat is tied up on the lake ,91816,18348
26671,coco-30k,A dog that is laying down holding a stick.,85387,18349
57027,coco-30k,An adult elephant is pictured walking with a baby elephant.,90391,18350
35976,coco-30k,the animal is laying down in the grass,33257,18351
491377,coco-30k,A young lady poses for a photograph while holding an umbrella.,97057,18352
323155,coco-30k,A woman is walking with a cat umbrella.,98008,18353
471087,coco-30k,a man that has a shirt and a tie,12170,18354
329280,coco-30k,a ups truck on a city street near trees ,22102,18355
248427,coco-30k,Two people are standing at a street corner and one of them is using an umbrella.,91653,18356
102928,coco-30k,A young child poses for recognition while wearing a tie.,87417,18357
127671,coco-30k,a parked truck behind a railing with its hood open,58484,18358
351081,coco-30k,This is a gas station with a lot of trucks.,91642,18359
361321,coco-30k,a coin meter that is next to a parking spot,19828,18360
194153,coco-30k,a women that has a umbrella in her hand,68623,18361
68409,coco-30k,a black and white photo of children siting posing for a photo,59609,18362
320600,coco-30k,a close up of a cat in an opened hand bag,97425,18363
534270,coco-30k,Man and woman with umbrella hats sitting on top of a bridge. ,5175,18364
535292,coco-30k,Two cows grazing on grass in a field by a house.,17240,18365
302155,coco-30k,The people carry their travel suitcase between them.,46164,18366
260808,coco-30k,This unique cake is made to look like a tree stump turned picnic table.,48133,18367
304220,coco-30k,A polar bear sleeping on a rock. ,7926,18368
559099,coco-30k,Several cows are seen grazing in a field.,53418,18369
93297,coco-30k,A black cat with white paw laying in a hanging cat bed.,20992,18370
457877,coco-30k,A group of schoolboys in jackets and ties poses for a picture outside a building.,91549,18371
129100,coco-30k,A brown and white cow standing on a lush green field.,6784,18372
188028,coco-30k,A large amount of boats are parked in the marina,55548,18373
489257,coco-30k,A cat looks at the camera while lying in the window,48840,18374
569773,coco-30k,Gray cat sitting next to tennis shoes on ornate carpeting.,9257,18375
300979,coco-30k,Elephant crossing paved road near grass and trees.,16580,18376
414261,coco-30k,Baby bear climbing large rock near pine tree.,1195,18377
62398,coco-30k,Black and white cat sleeping on blankets with collars.,60407,18378
428168,coco-30k,A long train is driving away from a nuclear power plant.,62515,18379
476810,coco-30k,a cat is on a table next to a remote,43757,18380
112626,coco-30k,a metallic suit case in front of a couch,77452,18381
93040,coco-30k,cows are laying down on a patch of grass,31003,18382
443426,coco-30k,A guy in a suit and tie is posing for the camera. ,47129,18383
327130,coco-30k,a train carries people over wooden tracks in a jungle,26150,18384
182867,coco-30k,This brown and white cat is standing on a desk in front of a computer.,99061,18385
43712,coco-30k,A cat sits on top of a laptop keyboard,43860,18386
579415,coco-30k,Many people with umbrellas are waiting to cross the street.,86213,18387
318998,coco-30k,a beautiful boat is docked in a bay.,15064,18388
52637,coco-30k,a dog on a lawn chair with a banana in its mouth,50150,18389
216548,coco-30k,A gray cat sleeping on top of a bed.,633,18390
410533,coco-30k,a cat that is sitting in a sink,98041,18391
558966,coco-30k,Luggage and a shopping bag on the floor of a living room,79163,18392
549930,coco-30k,The couple walks down the wet sidewalk with an umbrella.,25818,18393
492444,coco-30k,A woman and her sons in formal clothing posing by a river boat,98184,18394
165157,coco-30k,A cracked and broken blue Frisbee lying on the grass.,34517,18395
471446,coco-30k,a truck on a street next to a van ,64400,18396
22680,coco-30k,A man with a green tie has his arms around the shoulders of two boys.,19265,18397
545924,coco-30k,A boat leans sideways as it is sinking into the river.,23933,18398
573622,coco-30k,The long passenger train rides beside a chain link fence.,97844,18399
347377,coco-30k,Five white umbrellas stand in a patch of water,92515,18400
212605,coco-30k,A cat putting it's paws on top of a laptop computer.,23869,18401
98197,coco-30k,A young black bear moves across a grassy field.,83074,18402
542910,coco-30k,An woman pulls a suitcase while another watches.,37602,18403
265153,coco-30k,A very colorful painting on an elephant statue,51316,18404
56013,coco-30k,a number of luggage bags on a cart in a lobby,96864,18405
303264,coco-30k,people in a terminal with suitcases taking some pictures,90715,18406
370503,coco-30k,A skateboarder gaining speed going through the street. ,29528,18407
55840,coco-30k,A cat sitting on a windowsill stares at the camera.,62024,18408
288076,coco-30k,Shaggy cattle with horns graze on grass in a meadow.,95438,18409
176226,coco-30k,"Zebras, an elephant and some giraffes stand together in the grass.",86807,18410
216333,coco-30k,A large tower of different sized and colored luggage. ,1307,18411
500723,coco-30k,a cat on a chair on the ground ,60250,18412
36861,coco-30k,A parking meter on the side of the street with a ring for attaching bicycles.,85566,18413
574834,coco-30k,A black cat stands on a windowsill beside a stuffed animal.,44857,18414
155145,coco-30k,a boat with a rainbow umbrella sitting in water ,85726,18415
128291,coco-30k,The Hogwarts Express is ready for the luggage,96382,18416
512307,coco-30k,A black haired man wearing a white shirt and tie being filmed while speaking by a woman wearing red,63600,18417
497106,coco-30k,A young girl in a fairy dress under an umbrella,3925,18418
512442,coco-30k,A woman holding a bowl in her hand standing next to a baby elephant.,23573,18419
476406,coco-30k,A blue and yellow train on tracks next to two white vans.,45298,18420
84270,coco-30k,A crowded airport filled with people carrying luggage.,26579,18421
301257,coco-30k,Protesters carrying pink parasols and signs in front of a wrought-iron gate.,92046,18422
472582,coco-30k,A brown dog laying on top of a white chair.,63130,18423
95161,coco-30k,A lot of blue and yellow umbrellas sitting under a clock.,14385,18424
218208,coco-30k,A loaded pickup and travel vehicle on the highway.,32435,18425
365170,coco-30k,Two pedestrians underneath their umbrellas walk across an open plaza in a rainstorm.,10859,18426
510838,coco-30k,A rainbow umbrella in the water off the shore,48172,18427
419281,coco-30k,A congested boat stop with lots of boats parked within,18136,18428
126540,coco-30k,The cat is looking through the window at  the animal eating the seed in the feeder.,86778,18429
551692,coco-30k,A ship traveling along a body of water.,10385,18430
565041,coco-30k,An older man with glasses and a British tie.,64462,18431
356131,coco-30k,Two people sitting on a small sail boat on the ocean.,86454,18432
462304,coco-30k,A cat on a shelf sitting next to some bananas.,36186,18433
139721,coco-30k,A cat calmly sitting on a counter next to some scissors.,75105,18434
487722,coco-30k,A bunch of luggage that is in front of a truck.,15235,18435
206025,coco-30k,The man in the business suit wears a striped blue and white tie.,14872,18436
144932,coco-30k,Tug boats do a good job handling water emergencies.,31932,18437
200252,coco-30k,Two green shoes lined up on a bed.,24224,18438
75713,coco-30k,A man leads a long-haired bull with a rope in a competition.,13604,18439
459,coco-30k,A man holding a camera up over his left shoulder.,48517,18440
118124,coco-30k,A man with glasses and a tie clip sits in his car.,86804,18441
428856,coco-30k,There is a battleship floating in the water.,61315,18442
202093,coco-30k,Several large bulls standing around in a grassy field in front of a farm plantation.,9294,18443
150812,coco-30k,a bear walks on a rocky surface ,23404,18444
563261,coco-30k,A cupcake sitting on top of a of a table with a blue umbrella.,64127,18445
388569,coco-30k,A couple of bags of luggage sitting on top of a ship.,47506,18446
395364,coco-30k,Several people riding on a motorcycle with an umbrella open.,59787,18447
41842,coco-30k,Someone who has one foot on a skateboard.,49970,18448
217521,coco-30k,A cat walking past a wooden desk next to another cat.,25164,18449
31747,coco-30k,There is one tug boat in the water by the docks.,21430,18450
347930,coco-30k,A blue dog sitting on  a striped couch,74818,18451
297277,coco-30k,Boats that are on a grassy piece of land. ,93393,18452
242297,coco-30k,A dog in a red shirt holding a red frisbee in its mouth. ,61227,18453
531909,coco-30k,Two women are standing with umbrellas outside of a building.,29075,18454
127279,coco-30k,A large collection of boats parked in the waters of the dock. ,11370,18455
460783,coco-30k,A poodle with a yellow ribbon in it's fur with banana's in the background.,85177,18456
70240,coco-30k,a lady that is standing by some flowers,88811,18457
135281,coco-30k,Two people who are walking under the same umbrella.,68778,18458
568315,coco-30k,Two young elephants are playing with each other.,3855,18459
529626,coco-30k,A cat sniffing a sea creature on the beach.,22447,18460
300055,coco-30k,a suite case that is on a brown desk,31480,18461
27371,coco-30k,A woman dragging a suitcase on wheels down a cobble stone sidewalk.,40531,18462
279895,coco-30k,Five men standing with backpacks and a police officer looking at them.,16883,18463
458052,coco-30k,a cat that is eating some kind of banana,4706,18464
424432,coco-30k,Dog watching a guinea pig on a bed sheet.,14537,18465
214503,coco-30k,a rainbow umbrella that has people under it,80556,18466
14990,coco-30k,A man leading two elephants down a road.,57236,18467
159262,coco-30k,Blue barrels are on the ground near trucks.,23283,18468
449432,coco-30k,A group of people in uniforms stand in formation next to a bus,13523,18469
58772,coco-30k,"A bunch of umbellas sitting on a beach, during the day.",82189,18470
30657,coco-30k,A dog sits in the cab of a state pickup truck.,38277,18471
37470,coco-30k,There are two cats sitting on a window ledge. ,55363,18472
215024,coco-30k,A boat in the sea near the city ,83574,18473
572665,coco-30k,A suitcase is sitting on a sidewalk near trees.,12002,18474
343972,coco-30k,A family of elephants stand beside each other in an enclosure.,65390,18475
358976,coco-30k,A cat laying on top of a couch.,39345,18476
47585,coco-30k,A man holds an umbrella for a new bride,73913,18477
259345,coco-30k,A bearded man in a long tie-dyed shirt sitting in the shade of his pink umbrella.,20659,18478
387148,coco-30k,A large group of animals standing in a large grassy field.,19413,18479
455401,coco-30k,Three men wearing ties and boxer shorts holding up signs for a clothing store.,45543,18480
278321,coco-30k,two boats sitting on the shore close to the water ,22149,18481
271785,coco-30k,The elephants and the young children are playing in the river.,9811,18482
156620,coco-30k,A woman is admiring a mans little dog. ,25346,18483
573709,coco-30k,A group of boats parked on the dock. ,7072,18484
43290,coco-30k,a boat sitting under a rusty metal roof ,41366,18485
422424,coco-30k,A cat in a black and white picture sleeping on a table. ,63467,18486
173545,coco-30k,People are sitting under umbrellas while riding elephants. ,22161,18487
85097,coco-30k,A train parked in front of a train station.,49127,18488
526576,coco-30k,A man standing in front of a white wall.,54221,18489
580698,coco-30k,A brown bear swimming in a body of water.,44614,18490
152208,coco-30k,A bench with a green umbrella on top of it.,15267,18491
374352,coco-30k,A luggage cart stacked with a very tall pile of luggage.,81652,18492
325157,coco-30k,A group of men in uniform standing next to each other.,63375,18493
21779,coco-30k,A woman is laying on top of a suitcase. ,91469,18494
183502,coco-30k,The businessman has his boxing gloves on whikle he waits.,49585,18495
404297,coco-30k,A dog chasing a red frisbee across a field.,43597,18496
537668,coco-30k,A view of a boat at sea with a lighthouse in the background.,86869,18497
151956,coco-30k,A train traveling along train tracks next to another set of tracks.,24127,18498
215554,coco-30k,A black and white dog laying next to a teddy bear.,92306,18499
572734,coco-30k,A bedroom with a bed sitting next to a window.,76123,18500
563702,coco-30k,A fire fire truck parked in a parking lot.,51323,18501
56400,coco-30k,A man wearing glasses while holding a banana.,94053,18502
54655,coco-30k,The dog is achieving high jumps in the yard.,87744,18503
337055,coco-30k,a woman with a tattoo is sitting on the train tracks,86132,18504
397617,coco-30k,Two women walking together in the rain with umbrellas.,28852,18505
421478,coco-30k,A man in a tie with a shirt jacket thrown over his shoulder.,77608,18506
282113,coco-30k,A fuzzy white goat is grazing in the grass,91513,18507
168260,coco-30k,a yellow lifeguard truck sitting on the beach ,58695,18508
518974,coco-30k,A black and white cat with a ball next to it,26156,18509
376456,coco-30k,Two ladies with frisbee at the pitch playing,43809,18510
55601,coco-30k,A brown bear is grazing in the grass.,87164,18511
22596,coco-30k,a cow standing by a tree and looking at other cows ,46210,18512
